start_id,end_id,normalized_relation
C0026896,C4314497,BE
C0026896,C0004358,BE
C0004358,C0027869,BE
C0034792,C1516015,BE
C0003241,C0381678,BE
C0003241,C3714574,BE
C0003241,C0597357,BE
C0003241,C0678594,BE
C0868928,C0037775,BE
C1279919,C0086287,BE
C1279919,C0549177,BE
C0549177,C0221971,BE
C0549177,C0282491,BE
C4014733,C0549177,BE
C0205087,C0037775,BE
C0205087,C0040100,BE
C0040100,C0027651,BE
C0040100,C1266101,BE
C0040113,C0004359,BE
C0040113,C0007634,BE
C0040113,C0007634,BE
C0026896,C0005745,MANIFEST_AS
C0026896,C0012569,MANIFEST_AS
C0005745,C0026845,BE
C0012569,C0026845,BE
C0026848,C0015460,BE
C0026848,C0028863,BE
C0026845,C0004093,BE
C0008425,C0237897,BE
C0026896,C0008425,BE
C0026896,C0035143,BE
C0026896,C0032134,BE
C0026896,C0040071,BE
C0040071,C0040113,BE
C0087111,C0038952,BE
C0022972,C0004358,BE
C0004358,C0006685,BE
C0004358,C0001041,BE
C0001041,C0682685,ESCAPE_FROM
C0022972,C0022023,BE
C0026896,C0022023,BE
C0022023,C0001041,BE
C0022023,C0007634,BE
C0022972,C0443909,BE
C0022972,C0149925,BE
C0008425,C0022972,BE
C0022972,C0032134,BE
C0022972,C0021079,BE
C0032134,C0003241,BE
C0021079,C0003241,BE
C0039082,C0033325,BE
C0022972,C0006826,BE
C0006826,C0039082,BE
C0751882,C0012634,BE
C0751882,C0026882,BE
C0026882,C0027869,BE
C0243067,C0030685,OCCUR_IN
C0243067,C0005528,OCCUR_IN
C0243067,C0682685,OCCUR_IN
C0751882,C0022972,BE
C0751882,C0026896,BE
C0751882,C0001046,BE
C0004611,C0243067,BE
C0004611,C0441472,BE
C0009064,C0027934,BE
C0009055,C0027934,BE
C0027934,C0260043,BE
C0040549,C0441472,BE
C0040549,C0442805,BE
C0040549,C0441472,BE
C0040549,C0003507,BE
C0039614,C0037763,BE
C0006055,C0001041,BE
C0006055,C0024348,BE
C0040549,C0205360,BE
C0700702,C0037301,BE
C0700702,C0005747,BE
C0700702,C0038379,BE
C0005747,C0332281,BE
C0038379,C0332281,BE
C0012634,C0004093,MANIFEST_AS
C0004093,C0015460,BE
C0004093,C0028863,BE
C0004093,C0439793,BE
C0026896,C0012634,BE
C0022972,C0012634,BE
C0026896,C0003241,BE
C0022972,C0003241,BE
C0003241,C0034792,BE
C0003241,C0006685,BE
C0026896,C0040115,BE
C0026896,C0040100,BE
C0022972,C0443909,BE
C0022972,C0149925,BE
C0033684,C2699787,BE
C0314768,C2699787,BE
C0231502,C0449913,BE
C0231502,C0205251,BE
C0231502,C0004461,BE
C0231502,C0027869,BE
C0231502,C1704336,BE
C0205251,C1704336,BE
C0242692,C0332307,BE
C0332307,C5551822,CLASSIFY_AS
C0332307,C0242873,CLASSIFY_AS
C0242874,C0021516,DEPEND_ON
C5551822,C0332307,BE
C0033684,C0678594,BE
C0033684,C0031843,BE
C0036225,C0033684,BE
C1166829,C0033684,BE
C0014442,C0311400,BE
C0026848,C0392747,BE
C0026848,C0392747,BE
C0392747,C0012634,BE
C0026848,C0031843,BE
C0026848,C0332437,BE
C0026848,C0031843,BE
C0026848,C0332437,BE
C0392747,C0031843,BE
C0392747,C0332437,BE
C0026848,C0205122,BE
C0026848,C0027361,BE
C0026848,C3887644,BE
C0026848,C0007634,BE
C4022161,C0022023,BE
C3276197,C0022023,BE
C0022023,C0008679,BE
C0008679,C0026848,OCCUR_IN
C0008679,C0026848,OCCUR_IN
C1184743,C0333751,BE
C1184743,C0333751,BE
C0012634,C0449774,BE
C0021516,C5551822,BE
C4013247,C4319846,BE
C4013247,C3277194,BE
C4319846,C0439064,BE
C4319846,C0205102,BE
C3277194,C0439064,BE
C3277194,C0205102,BE
C1517945,C5551822,BE
C1517945,C5551822,BE
C3899956,C0231502,BE
C5551822,C1178982,BE
C1178982,C0205117,BE
C0205102,C0456389,BE
C0205102,C5551822,BE
C0439064,C1513492,BE
C0231502,C0549177,BE
C0021516,C5551822,BE
C5551822,C4319846,BE
C1166829,C0033684,BE
C1166829,C0025255,BE
C1166829,C0079323,BE
C0079323,C0023117,BE
C1166829,C0007634,BE
C0079259,C1179132,BE
C0079259,C0010853,BE
C0079259,C0025255,BE
C0079259,C0007018,BE
C0079259,C1704241,BE
C1704241,C1413096,BE
C1704241,C0293866,BE
C1704241,C0028128,BE
C1704241,C0379710,BE
C0026882,C0013264,BE
C0026882,C0026850,BE
C0026882,C0686353,BE
C0033684,C0686353,BE
C0026882,C0699743,BE
C0242692,C5551822,BE
C3899956,C0205100,BE
C3899956,C1185741,BE
C1185741,C0009780,BE
C1327729,C0005847,BE
C0026848,C0205122,BE
C0026848,C0027361,BE
C0027540,C0440752,BE
C5551822,C3830620,BE
C5551822,C0549177,BE
C0010957,C1517945,BE
C0010957,C5551822,BE
C5551822,C0332307,BE
C5551822,C0080141,BE
C0231508,C0442805,BE
C0028128,C5551822,BE
C0028128,C5551822,BE
C1555715,C0205102,BE
C0205102,C0242874,BE
C3899956,C0205102,DEPEND_ON
C5551822,C0441729,BE
C5551822,C0441730,BE
C0549177,C5551822,BE
C0549177,C1555715,BE
C0026845,C0026846,BE
C0026845,C1389113,BE
C0026846,C4025571,BE
C0026846,C0242874,BE
C0274281,C0026846,BE
C0010481,C0205227,BE
C2984223,C0274281,BE
C4025571,C0274281,BE
C0439660,C0243067,BE
C0242692,C0014239,BE
C0439064,C0014239,BE
C0333606,C0039223,BE
C0018787,C0333606,BE
C5194360,C0205214,BE
C5194360,C0376558,BE_OFTEN
C0333606,C0854723,GROUP_INTO
C0026850,C3263722,BE
C0030705,C0231485,BE
C0699743,C1335499,BE
C0699743,C4275179,BE
C0699743,C0220781,BE
C0270960,C0243067,BE
C0270960,C0000768,BE
C0026850,C0178947,BE
C0012634,C0449774,EVOLVE_AS
C0012634,C0314603,EVOLVE_AS
C0017337,C2931907,BE
C0026882,C0031437,BE
C0026850,C0031437,BE
C0205214,C0241764,BE
C0205214,C0031843,BE
C0012634,C0333606,REFER_TO_AS
C0013264,C0012634,BE
C0917713,C0012634,BE
C0013264,C0005615,BE
C0013264,C1302234,BE
C0013264,C0599196,BE_EVIDENT_IN
C0030705,C0205653,BE
C0030705,C0680085,BE
C0026850,C0553580,BE
C0026850,C0014239,BE
C1515926,C2348205,BE
C0392747,C0014239,BE
C0522501,C0079411,BE
C0035139,C0017337,BE
C0026845,C0205419,BE
C0026845,C0205161,BE
C0022716,C0027061,BE_AFFECTED
C0027061,C0439828,BE
C0027061,C3887486,BE
C0013264,C0026845,VISUALIZE_BY
C0003737,C1314677,BE
C3899956,C0205419,BE
C0021044,C0025255,BE
C0001795,C0242656,BE
C0242656,C0205419,BE
C0242656,C3276197,BE
C0242656,C4022161,BE
C0013264,C0031843,BE
C0339510,C0031843,BE
C0079259,C0008633,LOCATE_IN
C0079259,C0033684,BE
C0079259,C0242692,BE
C0079259,C0027061,BE
C0079259,C0006104,BE
C0079259,C0031119,BE
C0079259,C1166829,RECRUIT
C1166829,C0441472,BE
C1166829,C0033684,BE
C1166829,C0596981,BE
C0025255,C0596233,BE
C1166829,C1155494,BE
C0017337,C0007634,BE
C0017337,C0179586,BE
C1166829,C0232164,BE
C0878544,C0030705,BE
C0079259,C0178499,BE
C0079259,C0008633,BE
C0079259,C0017337,BE
C0456389,C0026882,BE
C0026882,C0017260,BE
C0017260,C0079380,BE
C0079380,C0162735,BE
C0022716,C0017260,BE
C0022716,C0079380,BE
C0022716,C0332197,BE
C0030705,C0162735,BE
C0030705,C0332452,BE
C0521117,C0017431,BE
C0521117,C0011155,BE
C0013264,C0233844,BE
C0013264,C1999002,BE
C0013264,C0030552,BE
C0030552,C0684083,BE
C0030552,C0427245,BE
C0549177,C0333967,BE
C0333967,C0311392,BE
C0442805,C0020564,BE
C3899956,C0017337,BE
C0026845,C0001527,BE
C0026845,C4022161,BE
C0010957,C0018801,BE
C0010957,C0003811,BE
C0018801,C1302234,BE
C0003811,C1302234,BE
C0013264,C0338656,BE
C0338656,C0025362,CLASSIFY_AS
C0234958,C0441889,BE
C0441889,C0005615,BE_SEEN_IN
C0441889,C0376558,RETAIN_IN
C0441889,C0577559,BE
C0242656,C0240417,BE
C0035229,C0011065,BE
C0032285,C0011065,BE
C1961112,C0011065,BE
C0339510,C0001578,BE
C0339510,C0439828,PROGRESS_TO
C0030705,C0700597,BE
C0030705,C1279919,BE
C5194360,C0205210,BE
C5194360,C0011065,BE
C0013470,C0026845,OCCUR_IN
C0039798,C0023595,BE
C0039798,C0344211,BE
C1517033,C0441889,BE
C0079259,C1704336,BE
C0079259,C0225828,BE
C0449445,C0008976,BE
C0034693,C0017262,BE
C0080124,C0035687,BE
C0035668,C0015295,BE
C0015295,C2985436,BE
C0015295,C0017262,BE
C0034693,C0013227,BE
C0013227,C0230779,BE
C0033414,C0031843,BE
C0026850,C0013264,SHARE_WITH
C0026850,C0339510,SHARE_WITH
C0026850,C1514562,BE
C0026850,C0314603,BE
C0026850,C1521733,BE
C0700153,C1979768,BE
C0700153,C0332522,BE
C0030705,C0427008,BE
C0030705,C0332218,BE
C0027126,C0524894,BE
C0027126,C0443147,BE
C0017337,C0030705,BE_SEEN_IN
C0017337,C1414085,BE
C0080105,C0205341,BE
C0392760,C0205341,BE
C0027126,C0679106,BE
C0679106,C0079411,BE
C0012634,C0524894,BE
C0205341,C0040710,BE_LOCATED_ON
C0026845,C0031843,BE
C0031843,C0282537,BE_CAUSE_OF
C0007595,C0026832,BE
C0026832,C0035687,BE
C0033684,C0752248,BE
C0033684,C0012634,BE
C0040300,C0242692,BE
C0040300,C0027061,BE
C0027126,C0815205,BE
C0027126,C0575081,MANIFEST_AS
C0575081,C1762617,BE
C0027126,C0026845,BE
C0027126,C1762617,BE
C0027126,C0026845,BE
C0027126,C0005745,BE
C0027126,C3245505,BE
C0027126,C0086543,BE
C0027126,C1864584,BE
C0027126,C0014130,BE
C0027126,C0156312,BE
C0686353,C0205107,BE
C0686353,C0205107,BE
C0686353,C0314603,BE
C0686353,C0332307,BE
C0686353,C0596142,BE
C0026882,C0449432,BE
C0449432,C0079259,BE
C0026882,C0033684,BE
C0026882,C0033684,BE
C0007603,C0386312,BE
C0007603,C0758256,BE
C0026882,C0010852,BE
C0026882,C0040712,BE
C0097550,C1166829,BE_NEEDED_FOR
C0410189,C0019409,BE
C0340861,C0033684,BE_CAUSE_OF
C0241764,C0026882,BE
C0017337,C0033684,BE
C0596142,C0026882,BE_CAUSE_OF
C0017337,C1416877,BE
C0033684,C0007610,BE
C0007610,C0681850,BE
C0681850,C0027061,BE
C0681850,C0242692,BE
C0033684,C1516511,BE
C0851285,C0752248,BE
C0340861,C1762617,BE
C0340861,C0006625,BE
C0340861,C0332522,BE
C0340861,C0332522,BE
C0340861,C0018799,BE
C5194360,C0205082,BE
C5194360,C0878544,BE
C5194360,C0003811,BE
C0003811,C0011065,BE
C0238288,C0026850,BE
C0238288,C0314603,BE_CAUSE_OF
C0314603,C0040649,BE
C0040648,C0040300,BE
C0238288,C0017337,BE
C1332838,C0031843,BE
C0238288,C0439234,BE
C0238288,C1762617,BE
C0238288,C1762617,BE
C0238288,C1762617,BE
C0238288,C0004093,BE
C0392760,C0023671,BE
C0439660,C0243067,BE
C0439660,C0243067,BE
C0439660,C0031843,BE
C0243067,C1720983,BE
C0243067,C0270984,BE
C0031843,C0162670,BE
C0026848,C0439660,BE
C0026848,C0700153,BE
C0026848,C0035020,BE
C0035020,C0302353,BE
C0025344,C0026882,BE
C1419862,C0441472,BE
C0024591,C0521114,BE
C0024591,C0002932,BE
C0024591,C0038627,BE
C0524965,C0006685,BE
C0054493,C0026882,BE
C0597357,C0442805,BE
C0442805,C0039621,BE
C0442805,C0020488,BE
C0026882,C0022023,SUSCEPTIBLE_TO
C0022023,C0018843,BE
C0026848,C0025521,BE
C0026848,C0220781,BE
C0026848,C0023779,BE
C0023779,C0449913,BE
C0023779,C0026237,BE
C0449913,C0023779,BE
C0026237,C0023779,BE
C0023779,C0026848,BE
C0018995,C0442893,MANIFEST_AS
C0018995,C0381678,MANIFEST_AS
C0018995,C0410158,BE
C0018995,C0004093,BE
C0018995,C0205263,MANIFEST_AS
C0018995,C0205263,MANIFEST_AS
C0010957,C0027540,BE
C0027540,C0035410,BE
C0035410,C0027080,BE
C0035410,C0022660,BE
C0162670,C2315666,BE
C0162670,C0017428,BE
C1563761,C0033684,BE
C0521447,C0033684,BE
C1563761,C0031843,BE
C0521447,C0031843,BE
C0205419,C4277511,BE
C0162670,C0221629,MANIFEST_AS
C0162670,C0205082,MANIFEST_AS
C0205082,C0162292,BE
C0162670,C0220912,BE
C0162670,C0001125,BE
C0162670,C0014130,BE
C0162670,C0031117,BE
C0162670,C0878544,BE
C0751651,C0332437,BE
C0751651,C0026237,BE
C0026237,C0038128,BE
C0038128,C3275417,BE
C3275417,C0026237,BE
C0026237,C0022023,BE
C0439661,C0030552,MANIFEST_AS
C0439661,C0026821,MANIFEST_AS
C0439661,C0231528,MANIFEST_AS
C0439661,C0027121,BE
C0439661,C0026845,BE
C0439661,C0035410,BE
C0439661,C0021308,BE
C0021308,C0011847,BE
C0439661,C0001675,BE
C0439661,C0205178,BE
C0439661,C0205178,BE
C0085655,C0333348,RECRUIT
C0011633,C0333348,RECRUIT
C0238190,C0333348,RECRUIT
C0333348,C0085655,BE
C0333348,C0011633,BE
C0333348,C0238190,BE
C0085655,C0004364,BE
C0085655,C0567416,BE
C0085655,C3887644,BE
C3887644,C0039195,BE
C4551524,C0027540,BE
C0027540,C0034963,BE
C0085655,C0001617,BE
C0085655,C0021081,BE
C0011633,C0027121,BE
C0011633,C0008059,BE
C0008059,C0205087,MANIFEST_AS
C0001675,C0443909,MANIFEST_AS
C0011633,C4551524,BASIS_IS
C0011633,C0037285,BE
C0011633,C0029166,BE
C0029166,C0206062,BE
C0011633,C3278584,BE
C3278584,C0032112,BE
C0011633,C0179586,BE
C0011633,C0225336,BE
C0011633,C0010957,BE
C0085655,C3887644,BE
C0085655,C0027540,BE
C0011633,C0333641,BE
C0011633,C0333641,BE
C0238190,C5551822,BE
C3899956,C0333773,BE
C1424650,C0392760,BE
C0004358,C0011633,RESTRICT_TO
C0004358,C0003241,BE
C1440961,C1413963,BE
C0004358,C0003241,BE
C0004358,C0003241,BE
p155,C0031843,BE
C5401282,C0031843,BE
C0238190,C0439234,BE
C0238190,C0027121,GROUP_INTO
C0021368,C0014239,BE_CAUSE_OF
C0021368,C0014239,BE
C4054467,C0333773,BE
C0333773,C0033684,BE
C0033684,C0012634,ACCUMULATE
C0033684,C0031715,BE
C0033684,C0033684,BE
C0033684,C1420588,BE
C0238190,C1285162,BE
C0026848,C0027121,BE
C3278584,C0027121,BE
C4022161,C0027121,BE
C3276197,C0027121,BE
C0012634,C0205329,BE
C0012634,C0021081,BE
C0021368,C0027627,BE
C0009818,C0410256,BE
C0021918,C0410256,BE
C0021918,C0040165,BE
C0021918,C0410256,BE
C0021918,C0001969,BE
C0021918,C0013227,BE
C0270986,C0221629,BE
C0270986,C0221629,BE
C0270986,C0040156,BE
C1960401,C0027540,BE
C1960401,C0034963,BE
C0026848,C0452428,OCCUR_IN
C0441889,C0205082,BE
C0035410,C0022660,BE
C0022660,C0027080,BE
C0030705,C0231528,BE
C0231528,C0205246,BE
C0231528,C0026845,BE_LIMITED_TO
C0205288,C1420193,BE
C0205288,C0027540,BE
C0205288,C0034963,BE
C0026848,C0025018,BE
C0026848,C0360714,BE
C0360714,C0286651,BE
C0360714,C0074554,BE
C0360714,C0085542,BE
C0026848,C0332232,OCCUR_IN
C0332281,C0006826,BE_RECOGNIZED
C0332281,C0600688,BE
C0332281,C0004358,BE
C0020374,C0439662,BE
C0027651,C1552857,BE
C0027651,C0040300,BE
C0544665,C0205225,BE
C0205225,C0439660,BE
C0205225,C0439661,BE
C0544665,C0205102,BE
C0314603,C0026850,BE
C0314603,C0027127,BE
C0314603,C0699743,BE
C0333606,C0241764,BE
C0333606,C0017337,BE
C0333606,C0033684,BE
C0013264,C0205082,BE_TYPE
C0020283,C1547225,BE_TYPE
C0026848,C0021368,BE
C0026848,C0332157,BE
C0027651,C0031119,BE
C0031118,C0457193,MANIFEST_AS
C0031118,C0030193,BE
C0031118,C1561643,BE
C0027651,C0007589,BE_EVIDENCE_OF
C0031118,C0001675,OCCUR_IN
C0031118,C0205419,BE
C0031118,C0205282,BE
C0031118,C0027831,BE
C0031118,C0027832,BE
C0027831,C0027672,BE_TYPE
C0027832,C0027672,BE_TYPE
C0027809,C1444066,BE
C0027809,C0225317,OCCUR_IN
C0027809,C0178784,OCCUR_IN
C0027809,C0040452,OCCUR_IN
C0449719,C0027809,BE
C0027651,C0683368,BE
C0027651,C0683368,BE
C0027859,C0011053,BE
C0027809,C0205422,BE
C0027809,C0027832,BE
C0030705,C0439064,AT_RISK_OF_DEVELOPING
C0030705,C0025286,AT_RISK_OF_DEVELOPING
C0030705,C0014474,AT_RISK_OF_DEVELOPING
C0027859,C0027832,BE
C0027830,C0030705,BE
C0392760,C0031843,BE
C0085114,C0008665,LOCATE_IN
C0085114,C0010852,BE_TYPE
C0085114,C0079427,BE
C0085114,C0021467,BE
C1561643,C0007634,BE
C1561643,C0009835,BE
C0017262,C0027809,BE
C0544886,C0017262,BE
C0027809,C1282914,BE
C1282914,C0014239,BE
C0027809,C0439794,BE
C0027809,C0017446,BE
C0027809,C0334094,BE
C0007634,C0205146,GROUP_INTO
C0682540,C0521447,BE
C0521447,C0521447,BE
C0521447,C0014239,BE
C0004461,C0027651,BE
C0007634,C0015350,BE
C0005847,C0017446,BE_SEEN_IN
C0019080,C0017446,BE
C0392747,C0017446,BE
C0027830,C0751689,BE
C0027830,C0332307,BE
C0346057,C0027651,BE_TYPE
C0346057,C0022023,BE
C0346057,C0085113,BE
C0022023,C0085113,FEATURE_OF
C0206728,C0027740,BE
C0016045,C0521654,BE
C0206728,C0027831,BE
C0206728,C0287850,BE
C0206728,C0206727,BE_TYPE
C0432361,C4527217,BE_TYPE
C0432361,C0549177,BE
C0432361,C0027831,BE
C0027830,C0205223,BE
C0027809,C0205223,BE
C0346057,C1282914,BE
C0027830,C1512752,BE
C0007634,C0024880,BE
C0007634,C0016030,BE
C0007634,C0007634,BE
C0927195,C0009325,BE
C0927195,C0205295,BE
C0927195,C0009325,BE
C0206728,C0027361,BE
C0432361,C1512752,BE
C1512752,C0444099,OCCUR_IN
C0027831,C3899989,BE_TYPE
C0027831,C0026882,BE
C0083725,C1520755,BE
C0083725,C0033684,BE
C0083725,C0424295,BE
C0424295,C0027651,FEATURE_OF
C0205307,C0027651,BE
C0027831,C0332307,BE
C0027831,C0751690,BE
C0027831,C0346326,BE
C0027831,C0027651,BE
C0030705,C0751265,BE
C0030705,C0036572,BE
C0030705,C4021790,BE
C0030705,C0000768,BE
C0030705,C0031916,BE
C0030705,C0037284,BE
C1860334,C0031916,BE_TYPE
C1860335,C0022023,BE_TYPE
C1861975,C0022023,BE_TYPE
C0751690,C0027651,BE_TYPE
C0751690,C0001675,BE
C0751690,C0036387,BE
C0751690,C0031119,BE
C0751690,C0027830,BE
C0027830,C0332307,BE
C0751690,C0030705,ARISE_BY
C0030705,C0751690,BE
C0027809,C0439794,BE
C0027809,C0017446,BE
C0027809,C0005767,BE
C0017446,C0007610,BE
C0439064,C0007634,BE
C0007634,C0682540,BE
C0682540,C0009325,BE
C0009325,C1413096,BE
C0751690,C0007634,BE
C0751690,C1514562,BE
C1514562,C0002793,BE
C1514562,C0027540,BE
C1514562,C1512752,BE
C1514562,C0032219,BE
C1514562,C0812425,BE
C0161823,C5548425,BE
C5548425,C3263722,BE
C3263722,C0205100,BE
C1184743,C0205107,BE
C0014239,C0013470,BE
C1184743,C0334094,BE
C0334094,C0220781,BE
C0392752,C0009780,BE
C0597032,C0007589,BE_EVIDENCE_OF
C0597032,C0751689,LOCATE_IN
C0751689,C0027651,FEATURE_OF
C0751689,C0027831,FEATURE_OF
C0751689,C0027832,FEATURE_OF
C0027809,C0206727,BE
C0027830,C0206727,BE
C0027809,C1282914,BE
C0027809,C1444066,BE
C0027809,C0014239,BE
C0027809,C0027832,FEATURE_OF
C0027830,C0221912,MANIFEST_AS
C0027830,C0549177,MANIFEST_AS
C0027830,C0018270,MANIFEST_AS
C0027830,C0027831,BE
C0751690,C0027361,BE
C0751690,C0220781,BE
C1421536,C0027831,BE
C0026896,C1844666,BE
C0026896,C0441712,BE
C0026896,C0449560,BE
C0026896,C0015127,BE
C0012634,C0031119,BE
C0011847,C0031119,BE
C0009782,C0031119,BE
C0006826,C0031119,BE
C0851162,C0031119,BE
C0751356,C0007018,BE
C0013264,C1513384,DIAGNOSE_BY
C0013264,C1513384,BE
C0011882,C1514562,DIAGNOSE_BY
C0011882,C0087111,BE
C0026850,C0699748,ETIOLOGY_IS
C0026850,C0039798,TREATMENT_IS
C0026896,C0012634,BE
C0022972,C0012634,BE
C0027831,C0085113,BE_TYPE
C0027832,C0085113,BE_TYPE
C1335929,C0085113,BE_TYPE
C0085113,C0017398,BE
C0011882,C0031847,BE
C0011847,C0031119,BE
C0085114,C0017337,BE
C0544461,C1519672,BE
C0270960,C0205463,BE
C0270960,C0314603,BE
C0238288,C0314603,BE
C0238288,C0026845,BE
C0270984,"j clin neuromuscul dis 10:97, 2009",BE
C0332281,C0314657,RISK_FACTOR_FOR
C0332281,C1516615,BE
C0332281,"physiol res 63(suppl 3):s327, 2014",BE
C0026832,C1622990,BE
C0026832,C1158706,BE
C0027126,C0040649,BE
C0040649,C0007634,BE
C1285162,C3540014,BE
C1290884,C3540014,BE
C1264603,C3540014,BE
C0042373,C3540014,BE
C1882062,C3540014,BE
C0027882,C3540014,BE
C0027882,C0871161,BE
C0027882,C0681698,BE
C0681698,C0009818,BE
C0205286,C0007590,BE
C1261381,C0521654,BE
C3540014,C0004112,BE
C3540014,C0028944,BE
C0004112,C0027836,BE
C0028944,C0027836,BE
C0449432,C0027765,BE
C0449432,C0022116,BE
C0449432,C0009450,BE
C0449432,C0040300,BE_DISTINCT_FROM
C3263722,C1260954,BE
C0009450,C1260954,BE
C0205343,C0751792,BE
C0751792,C0038128,BE
C0751792,C0392747,BE
C0751792,C0392747,BE
C0751792,C0392747,BE
C0751792,C0007634,BE
C0751792,C0007610,BE
C0751792,C0233426,BE
C0751792,C1517945,BE
C0751792,C0010834,BE
C0010834,C0027882,BE
C3263722,C0007634,BE
C3263722,C0007634,BE
C3263722,C0007610,BE
C3263722,C0549177,BE
C3263722,C0205100,BE
C0205100,C0024348,BE
C0553580,C0699900,BE
C0553580,C0006114,BE
C0524851,C0007634,BE
C0085200,C0007634,BE
C0085200,C0030567,BE
C0205143,C0007634,BE
C0205143,C0002395,BE
C0042776,C0007637,BE
C0007637,C0027882,BE
C0007637,C0011900,BE
C0524851,C1184743,BE
C0524851,C1184743,BE
C1184743,C0333607,BE
C3263722,C0007776,OCCUR_IN
C0007634,C0333930,BE
C0007634,C0027882,BE
C0007610,C0227099,BE
C0205177,C0333930,BE
C0205177,C1184743,BE
C0007634,C0205169,BE
C0205169,C0042769,BE
C0004112,C0043240,BE
C0004112,C0220781,BE
C0220781,C0017639,BE
C0004112,C0020564,BE
C0004112,C0020507,BE
C0007610,C3263722,BE
C0007610,C3263722,BE
C0023595,C3263722,BE
C0010834,C3263722,BE
C0010834,C0332585,BE
C0007634,C1184743,BE
C1184743,C0687670,BE
C0016030,C3263722,BE
C0016030,C0034693,BE
C0016030,C0000833,BE
C0205177,C0017639,BE
C0007613,C0017351,BE
C0007634,C1180307,BE
C0333731,C0205418,BE
C0333731,C1184743,BE_SEEN_IN
C0333731,C0205191,BE_SEEN_IN
C0333731,C0205251,BE_SEEN_IN
C0028944,C0026969,BE
C0028944,C0392747,BE
C2826581,C0028944,BE
C2826581,C0023524,BE
C0028944,C0007610,BE
C0007610,C0023524,BE_SEEN_IN
C0206116,C0007634,BE
C0206116,C0043425,BE
C0206116,C0031307,BE
C0206116,C4552279,BE
C0206116,C0009450,BE
C0206116,C0043251,BE
C0206116,C0205462,BE
C0206116,C0001280,BE
C0001280,C0022023,BE_SEEN_IN
C0001280,C1300196,BE_SEEN_IN
C0001280,C0019080,BE_SEEN_IN
C0206116,C0007610,BE
C0007634,C0206427,BE
C0027836,C0334139,BE
C0334139,C0027882,BE
C0334139,C0027882,BE
C0027882,C0333734,BE
C0228092,C0007799,BE
C0228092,C0205099,BE
C0450254,C3263722,BE
C0010825,C3263722,BE
C3263722,C0022023,BE
C0008524,C0014472,BE
C0205555,C0036536,BE
C0006104,C0037303,BE
C0037925,C0037922,BE
C0027740,C0205369,PASS_TO
C0005847,C0205369,PASS_TO
C0423896,C0442805,BE
C0442805,C0489903,BE
C0085393,C0392756,BE
C0392756,C0162326,BE
C0012634,C0442805,BE
C5543494,C0442805,BE
C0020255,C0442805,BE
C0019080,C0442805,BE
C0022116,C0442805,BE
C0746408,C0442805,BE
C0027651,C0746408,BE_TYPE
C0006114,C4055506,BE
C0006114,C0332307,BE
C2825502,C1706912,OCCUR_IN
C1706912,C1185625,BE
C2825502,C0392752,BE
C2825502,C0205246,BE
C0392752,C0442805,BE
C0392752,C0027651,BE
C0677881,C0007634,BE
C0677881,C0007634,BE
C0007634,C0205246,BE
C0007634,C0475224,BE
C0007634,C0040549,BE
C0013604,C0205307,BE
C0013604,C1882230,BE
C0151603,C0016203,BE
C0151603,C0336721,BE
C0151603,C0011334,BE
C0006114,C0205148,BE
C0332459,C0205148,BE
C0016203,C0442805,BE
C0007806,C0008524,BE
C0008524,C0018827,LOCATE_IN
C0007806,C0007799,CIRCULATE_AS
C0007806,C0448011,FLOW_IN
C0007806,C0556984,FLOW_IN
C0007806,C0038527,BE
C0007806,C0228130,BE
C0079411,C0449468,BE
C0020255,C0442805,BE
C0020255,C0205251,BE
C0020255,C0392756,BE
C0392752,C0449719,BE
C0010964,C0449774,BE
C0010964,C0005938,BE
C0010964,C0005938,BE
C0009451,C0007799,BE
C0009451,C0022023,BE
C0020255,C0231330,BE
C0010272,C0549177,BE
C0699952,C0022023,BE
C0699952,C0021880,BE
C0699952,C0262499,BE
C0020255,C0442805,BE
C0020255,C1517945,BE
C1517945,C0021308,BE
C1517945,C0524851,BE
C0020255,C0277554,BE
C0020255,C2826293,BE
C0019270,C0040300,BE
C0040300,C0021880,BE
C0019270,C0005839,BE
C0243163,C0021308,BE
C0243163,C0022023,BE
C0243163,C0022023,BE
C0019270,C0332307,BE
C0022023,C0022023,BE
C0022023,C0332514,OCCUR_IN
C0332514,C0018427,BE
C0018427,C0039738,LOCATE_IN
C0022023,C0149561,BE
C2937226,C0022023,BE
C2937226,C1547011,OCCUR_IN
C1547011,C0332296,BE
C0012725,C0010268,BE
C0027740,C0026961,BE
C0027740,C0026649,BE
C0026649,C0034121,BE
C2937226,C0149576,BE
C0332459,C0441713,BE
C0441713,C0040300,BE
C0040300,C0205225,BE
C0012725,C0025462,BE
C0006104,C0007793,BE
C0007793,C0228121,BE
C0007793,C0018989,BE
C0018989,C0205093,BE
C0332459,C0014239,BE
C0014239,C1880268,BE
C0006104,C0549249,BE
C1879547,C0549249,BE
C2937226,C0006104,BE
C2937226,C1879547,BE
C0242656,C0474357,BE
C0474357,C0025462,LOCATE_IN
C0474357,C0032639,LOCATE_IN
C0474357,C0019080,BE
C0019080,C0242961,OCCUR_IN
C0019080,C0242961,OCCUR_IN
C0019080,C0042449,BE
C0019080,C0003842,BE
C0034693,C0006121,BE
C0034693,C0006121,BE
C0393983,C0040421,BE
C0040421,C0016519,OCCUR_IN
C0393983,C0270680,BE
C0393983,C0231832,BE
C0231832,C0025148,LOCATE_IN
